feature_gene,uniprot_id,tier,source,has_esm2_embedding
MRPL14,Q6P1L8,1,HGNC_symbol,False
MRPL15,Q9P015,1,HGNC_symbol,False
MRPL16,Q9NX20,1,HGNC_symbol,False
MRPL17,Q9NRX2,1,HGNC_symbol,False
MRPL18,Q9H0U6,1,HGNC_symbol,False
MRPL19,P49406,1,HGNC_symbol,False
MRPL2,Q5T653,1,HGNC_symbol,False
MRPL20,Q9BYC9,1,HGNC_symbol,False
MRPL21,Q7Z2W9,1,HGNC_symbol,False
MRPL22,Q9NWU5,1,HGNC_symbol,False
MRPL23,Q16540,1,HGNC_symbol,False
MRPL24,Q96A35,1,HGNC_symbol,True
MRPL27,Q9P0M9,1,HGNC_symbol,False
MRPL28,Q13084,1,HGNC_symbol,False
MRPL3,P09001,1,HGNC_symbol,False
MRPL30,Q8TCC3,1,HGNC_symbol,False
MRPL32,Q9BYC8,1,HGNC_symbol,False
MRPL33,O75394,1,HGNC_symbol,False
MRPL34,Q9BQ48,1,HGNC_symbol,True
MRPL35,Q9NZE8,1,HGNC_symbol,True
MRPL36,Q9P0J6,1,HGNC_symbol,True
MRPL37,Q9BZE1,1,HGNC_symbol,True
MRPL37P1,,0,unmapped,False
MRPL38,Q96DV4,1,HGNC_symbol,False
MRPL39,Q9NYK5,1,HGNC_symbol,False
MRPL3P1,,0,unmapped,False
MRPL4,Q9BYD3,1,HGNC_symbol,True
MRPL40,Q9NQ50,1,HGNC_symbol,True
MRPL41,Q8IXM3,1,HGNC_symbol,True
MRPL42,Q9Y6G3,1,HGNC_symbol,False
MRPL42P6,,0,unmapped,False
MRPL43,Q8N983,1,HGNC_symbol,True
MRPL44,Q9H9J2,1,HGNC_symbol,False
MRPL45,Q9BRJ2,1,HGNC_symbol,True
MRPL45P2,,0,unmapped,False
MRPL46,Q9H2W6,1,HGNC_symbol,False
MRPL47,Q9HD33,1,HGNC_symbol,False
MRPL48,Q96GC5,1,HGNC_symbol,False
MRPL49,Q13405,1,HGNC_symbol,True
MRPL50,Q8N5N7,1,HGNC_symbol,False
MRPL51,Q4U2R6,1,HGNC_symbol,False
MRPL52,Q86TS9,1,HGNC_symbol,True
MRPL53,Q96EL3,1,HGNC_symbol,True
MRPL54,Q6P161,1,HGNC_symbol,True
MRPL55,Q7Z7F7,1,HGNC_symbol,True
MRPL57,Q9BQC6,1,HGNC_symbol,False
MRPL58,Q14197,1,HGNC_symbol,False
MRPL9,Q9BYD2,1,HGNC_symbol,False
MRPS10,P82664,1,HGNC_symbol,False
MRPS11,P82912,1,HGNC_symbol,True
MRPS12,O15235,1,HGNC_symbol,False
MRPS14,O60783,1,HGNC_symbol,False
MRPS15,P82914,1,HGNC_symbol,True
MRPS16,Q9Y3D3,1,HGNC_symbol,False
MRPS17,Q9Y2R5,1,HGNC_symbol,False
MRPS18A,Q9NVS2,1,HGNC_symbol,False
MRPS18AP1,,0,unmapped,False
MRPS18B,Q9Y676,1,HGNC_symbol,False
MRPS18C,Q9Y3D5,1,HGNC_symbol,True
MRPS2,Q9Y399,1,HGNC_symbol,True
MRPS21,P82921,1,HGNC_symbol,False
MRPS21P1,,0,unmapped,False
MRPS22,P82650,1,HGNC_symbol,True
MRPS23,Q9Y3D9,1,HGNC_symbol,False
MRPS24,Q96EL2,1,HGNC_symbol,False
MRPS25,P82663,1,HGNC_symbol,False
MRPS26,Q9BYN8,1,HGNC_symbol,False
MRPS27,Q92552,1,HGNC_symbol,True
MRPS28,Q9Y2Q9,1,HGNC_symbol,False
MRPS30,Q9NP92,1,HGNC_symbol,False
MRPS31,Q92665,1,HGNC_symbol,True
MRPS31P5,,0,unmapped,False
MRPS33,Q9Y291,1,HGNC_symbol,True
MRPS34,P82930,1,HGNC_symbol,False
MRPS35,P82673,1,HGNC_symbol,True
MRPS36,"28S ribosomal protein S36, mitochondrial",5,STRING_alias,False
MRPS36P1,,0,unmapped,False
MRPS5,P82675,1,HGNC_symbol,True
MRPS6,P82932,1,HGNC_symbol,False
MRPS7,Q9Y2R9,1,HGNC_symbol,True
MRPS9,P82933,1,HGNC_symbol,False
MRRF,Q96E11,1,HGNC_symbol,True
MRRFP1,,0,unmapped,False
MRS2,Q9HD23,1,HGNC_symbol,False
MRTFA,Q969V6,1,HGNC_symbol,True
MRTFB,Q9ULH7,1,HGNC_symbol,False
MRTO4,Q9UKD2,1,HGNC_symbol,True
MRVI1,10335,5,STRING_alias,False
MRVI1-AS1,,0,unmapped,False
MS4A1,P11836,1,HGNC_symbol,True
MS4A10,Q96PG2,1,HGNC_symbol,True
MS4A12,Q9NXJ0,1,HGNC_symbol,True
MS4A13,Q5J8X5,1,HGNC_symbol,False
MS4A14,Q96JA4,1,HGNC_symbol,True
MS4A15,Q8N5U1,1,HGNC_symbol,False
MS4A18,Q3C1V0,1,HGNC_symbol,True
MS4A2,Q01362,1,HGNC_symbol,False
MS4A3,Q96HJ5,1,HGNC_symbol,False
MS4A4A,Q96JQ5,1,HGNC_symbol,False
MS4A4E,Q96PG1,1,HGNC_symbol,False
MS4A5,Q9H3V2,1,HGNC_symbol,False
MS4A6A,Q9H2W1,1,HGNC_symbol,False
MS4A6E,Q96DS6,1,HGNC_symbol,True
MS4A7,Q9GZW8,1,HGNC_symbol,True
MS4A8,Q9BY19,1,HGNC_symbol,True
MSANTD1,Q6ZTZ1,1,HGNC_symbol,True
MSANTD2,Q6P1R3,1,HGNC_symbol,False
MSANTD3,Q96H12,1,HGNC_symbol,False
MSANTD4,Q8NCY6,1,HGNC_symbol,False
MSANTD5,A0A3B3IT52,1,HGNC_symbol,True
MSANTD7,A0A1W2PQ72,1,HGNC_symbol,True
MSC,O60682,1,HGNC_symbol,False
MSGN1,A6NI15,1,HGNC_symbol,True
MSH2,P43246,1,HGNC_symbol,True
MSH3,P20585,1,HGNC_symbol,False
MSH4,O15457,1,HGNC_symbol,False
MSH5,O43196,1,HGNC_symbol,False
MSH6,P52701,1,HGNC_symbol,False
MSI1,O43347,1,HGNC_symbol,False
MSI2,Q96DH6,1,HGNC_symbol,False
MSL1,Q68DK7,1,HGNC_symbol,False
MSL2,Q9HCI7,1,HGNC_symbol,True
MSL3,Q8N5Y2,1,HGNC_symbol,False
MSL3B,P0C860,1,HGNC_symbol,True
MSL3P1,,0,unmapped,False
MSLN,Q13421,1,HGNC_symbol,False
MSMB,P08118,1,HGNC_symbol,True
MSMO1,Q15800,1,HGNC_symbol,True
MSMP,Q1L6U9,1,HGNC_symbol,False
MSN,P26038,1,HGNC_symbol,False
MSNP1,,0,unmapped,False
MSR1,P21757,1,HGNC_symbol,False
MSRA,Q9UJ68,1,HGNC_symbol,False
MSRB1,Q9NZV6,1,HGNC_symbol,False
MSRB1P1,,0,unmapped,False
MSRB2,Q9Y3D2,1,HGNC_symbol,False
MSRB3,Q8IXL7,1,HGNC_symbol,True
MSS51,Q4VC12,1,HGNC_symbol,True
MST1,P26927,1,HGNC_symbol,False
MST1L,Q2TV78,1,HGNC_symbol,True
MST1P2,,0,unmapped,False
MST1R,Q04912,1,HGNC_symbol,False
MST4,2.7.11.1,5,STRING_alias,False
MSTN,O14793,1,HGNC_symbol,False
MSTO1,Q9BUK6,1,HGNC_symbol,False
MSTO2P,,0,unmapped,False
MSX1,P28360,1,HGNC_symbol,True
MSX2,P35548,1,HGNC_symbol,False
MSX2P1,,0,unmapped,False
MT-ATP6,P00846,1,HGNC_symbol,False
MT-ATP8,P03928,1,HGNC_symbol,False
MT-CO1,P00395,1,HGNC_symbol,True
MT-CO2,P00403,1,HGNC_symbol,False
MT-CO3,P00414,1,HGNC_symbol,False
MT-CYB,P00156,1,HGNC_symbol,False
MT-ND1,P03886,1,HGNC_symbol,True
MT-ND2,P03891,1,HGNC_symbol,True
MT-ND3,P03897,1,HGNC_symbol,False
MT-ND4,P03905,1,HGNC_symbol,True
MT-ND4L,P03901,1,HGNC_symbol,True
MT-ND5,P03915,1,HGNC_symbol,True
MT-ND6,P03923,1,HGNC_symbol,False
MT-RNR1,A0A0C5B5G6,1,HGNC_symbol,False
MT-RNR2,A0A3G1DJQ2,1,HGNC_symbol,False
MT-TA,,0,unmapped,False
MT-TC,,0,unmapped,False
MT-TD,,0,unmapped,False
MT-TE,,0,unmapped,False
MT-TF,,0,unmapped,False
MT-TG,,0,unmapped,False
MT-TH,,0,unmapped,False
MT-TI,,0,unmapped,False
MT-TK,,0,unmapped,False
MT-TL1,,0,unmapped,False
MT-TL2,,0,unmapped,False
MT-TM,,0,unmapped,False
MT-TP,,0,unmapped,False
MT-TQ,,0,unmapped,False
MT-TS1,,0,unmapped,False
MT-TT,,0,unmapped,False
MT-TV,,0,unmapped,False
MT-TW,,0,unmapped,False
MT-TY,,0,unmapped,False
MT1A,P04731,1,HGNC_symbol,True
MT1B,P07438,1,HGNC_symbol,False
MT1E,P04732,1,HGNC_symbol,False
MT1F,P04733,1,HGNC_symbol,True
MT1G,P13640,1,HGNC_symbol,False
MT1H,P80294,1,HGNC_symbol,False
MT1HL1,P0DM35,1,HGNC_symbol,False
MT1L,Q93083,1,HGNC_symbol,False
MT1M,Q8N339,1,HGNC_symbol,False
MT1P1,,0,unmapped,False
MT1X,P80297,1,HGNC_symbol,False
MT1XP1,,0,unmapped,False
MT2A,P02795,1,HGNC_symbol,False
MT2P1,,0,unmapped,False
MT3,P25713,1,HGNC_symbol,False
MT4,P47944,1,HGNC_symbol,True
MTA1,Q13330,1,HGNC_symbol,False
MTA2,O94776,1,HGNC_symbol,True
MTA3,Q9BTC8,1,HGNC_symbol,False
MTAP,Q13126,1,HGNC_symbol,False
MTARC1,Q5VT66,1,HGNC_symbol,False
MTARC2,Q969Z3,1,HGNC_symbol,False
MTATP6P1,,0,unmapped,False
MTATP6P2,,0,unmapped,False
MTATP8P1,,0,unmapped,False
MTATP8P2,,0,unmapped,False
MTBP,Q96DY7,1,HGNC_symbol,True
MTCH1,Q9NZJ7,1,HGNC_symbol,True
MTCH2,Q9Y6C9,1,HGNC_symbol,False
MTCL1,Q9Y4B5,1,HGNC_symbol,False
MTCL2,O94964,1,HGNC_symbol,False
MTCL3,Q5TF21,1,HGNC_symbol,True
MTCP1,P56278,1,HGNC_symbol,True
MTCYBP3,,0,unmapped,False
MTDH,Q86UE4,1,HGNC_symbol,True
MTERF,3MVA,5,STRING_alias,False
MTERF1,Q99551,1,HGNC_symbol,False
MTERF2,Q49AM1,1,HGNC_symbol,False
MTERF3,Q96E29,1,HGNC_symbol,True
MTERF4,Q7Z6M4,1,HGNC_symbol,False
MTERFD1,3M66,5,STRING_alias,False
MTERFD2,130916,5,STRING_alias,False
MTERFD3,80298,5,STRING_alias,False
MTF1,Q14872,1,HGNC_symbol,False
MTF2,Q9Y483,1,HGNC_symbol,False
MTFMT,Q96DP5,1,HGNC_symbol,True
MTFP1,Q9UDX5,1,HGNC_symbol,False
MTFR1,Q15390,1,HGNC_symbol,False
MTFR1L,Q9H019,1,HGNC_symbol,True
MTFR2,Q6P444,1,HGNC_symbol,False
MTG1,Q9BT17,1,HGNC_symbol,True
MTG2,Q9H4K7,1,HGNC_symbol,True
MTHFD1,P11586,1,HGNC_symbol,False
MTHFD1L,Q6UB35,1,HGNC_symbol,False
MTHFD1P1,,0,unmapped,False
MTHFD2,P13995,1,HGNC_symbol,False
MTHFD2L,Q9H903,1,HGNC_symbol,False
MTHFD2P7,,0,unmapped,False
MTHFR,P42898,1,HGNC_symbol,False
MTHFS,P49914,1,HGNC_symbol,False
MTHFSD,Q2M296,1,HGNC_symbol,True
MTIF2,P46199,1,HGNC_symbol,False
MTIF3,Q9H2K0,1,HGNC_symbol,True
MTL5,9633,5,STRING_alias,False
MTLN,Q8NCU8,1,HGNC_symbol,True
MTM1,Q13496,1,HGNC_symbol,False
MTMR1,Q13613,1,HGNC_symbol,True
MTMR10,Q9NXD2,1,HGNC_symbol,False
MTMR11,A4FU01,1,HGNC_symbol,True
MTMR12,Q9C0I1,1,HGNC_symbol,True
MTMR14,Q8NCE2,1,HGNC_symbol,True
MTMR2,Q13614,1,HGNC_symbol,True
MTMR3,Q13615,1,HGNC_symbol,False
MTMR4,Q9NYA4,1,HGNC_symbol,False
MTMR6,Q9Y217,1,HGNC_symbol,False
MTMR7,Q9Y216,1,HGNC_symbol,True
MTMR8,Q96EF0,1,HGNC_symbol,True
MTMR9,Q96QG7,1,HGNC_symbol,False
MTMR9LP,,0,unmapped,False
MTNAP1,Q9BSJ5,1,HGNC_symbol,False
MTND1P11,,0,unmapped,False
MTND1P23,,0,unmapped,False
MTND2P28,,0,unmapped,False
MTND2P9,,0,unmapped,False
MTND4P12,,0,unmapped,False
MTND4P14,,0,unmapped,False
MTND4P24,,0,unmapped,False
MTND4P9,,0,unmapped,False
MTND5P10,,0,unmapped,False
MTND5P11,,0,unmapped,False
MTND5P14,,0,unmapped,False
MTND5P2,,0,unmapped,False
MTND6P21,,0,unmapped,False
MTND6P4,,0,unmapped,False
MTND6P5,,0,unmapped,False
MTNR1A,P48039,1,HGNC_symbol,False
MTNR1B,P49286,1,HGNC_symbol,True
MTO1,Q9Y2Z2,1,HGNC_symbol,True
MTOR,P42345,1,HGNC_symbol,False
MTPAP,Q9NVV4,1,HGNC_symbol,True
MTPN,P58546,1,HGNC_symbol,True
MTR,Q99707,1,HGNC_symbol,False
MTRES1,Q9P0P8,1,HGNC_symbol,True
MTREX,P42285,1,HGNC_symbol,False
MTRF1,O75570,1,HGNC_symbol,False
MTRF1L,Q9UGC7,1,HGNC_symbol,True
MTRFR,Q9H3J6,1,HGNC_symbol,True
MTRNR2L1,P0CJ68,1,HGNC_symbol,True
MTRNR2L10,P0CJ77,1,HGNC_symbol,True
MTRNR2L12,P0DMP1,1,HGNC_symbol,False
MTRNR2L2,P0CJ69,1,HGNC_symbol,False
MTRNR2L6,P0CJ73,1,HGNC_symbol,False
MTRNR2L8,P0CJ75,1,HGNC_symbol,True
MTRNR2L9,P0CJ76,1,HGNC_symbol,False
MTRR,Q9UBK8,1,HGNC_symbol,False
MTSS1,O43312,1,HGNC_symbol,True
MTSS1L,92154,5,STRING_alias,False
MTSS2,Q765P7,1,HGNC_symbol,False
MTTP,P55157,1,HGNC_symbol,False
MTURN,Q8N3F0,1,HGNC_symbol,True
MTUS1,Q9ULD2,1,HGNC_symbol,False
MTUS2,Q5JR59,1,HGNC_symbol,False
MTX1,Q13505,1,HGNC_symbol,False
MTX1P1,,0,unmapped,False
MTX2,O75431,1,HGNC_symbol,True
MTX3,Q5HYI7,1,HGNC_symbol,True
MUC1,P15941,1,HGNC_symbol,False
MUC12,Q9UKN1,1,HGNC_symbol,False
MUC13,Q9H3R2,1,HGNC_symbol,False
MUC15,Q8N387,1,HGNC_symbol,False
MUC16,Q8WXI7,1,HGNC_symbol,False
MUC17,Q685J3,1,HGNC_symbol,False
MUC19,Q7Z5P9,1,HGNC_symbol,False
MUC2,Q02817,1,HGNC_symbol,False
MUC20,Q8N307,1,HGNC_symbol,False
MUC21,Q5SSG8,1,HGNC_symbol,True
MUC22,E2RYF6,1,HGNC_symbol,False
MUC3A,Q02505,1,HGNC_symbol,False
MUC4,Q99102,1,HGNC_symbol,False
MUC5AC,P98088,1,HGNC_symbol,False
MUC5B,Q9HC84,1,HGNC_symbol,False
MUC6,Q6W4X9,1,HGNC_symbol,False
MUC7,Q8TAX7,1,HGNC_symbol,False
MUC8,,0,unmapped,False
MUCL1,Q96DR8,1,HGNC_symbol,False
MUCL3,Q3MIW9,1,HGNC_symbol,False
MUL1,Q969V5,1,HGNC_symbol,False
MUM1,2DLL,5,STRING_alias,False
MURC,347273,5,STRING_alias,False
MUS81,Q96NY9,1,HGNC_symbol,False
MUSK,O15146,1,HGNC_symbol,True
MUSTN1,Q8IVN3,1,HGNC_symbol,False
MUT,2XIJ,5,STRING_alias,False
MUTYH,Q9UIF7,1,HGNC_symbol,False
MVB12A,Q96EY5,1,HGNC_symbol,True
MVB12B,Q9H7P6,1,HGNC_symbol,False
MVD,P53602,1,HGNC_symbol,False
MVK,Q03426,1,HGNC_symbol,True
MVP,Q14764,1,HGNC_symbol,False
MX1,P20591,1,HGNC_symbol,True
MX2,P20592,1,HGNC_symbol,False
MXD1,Q05195,1,HGNC_symbol,True
MXD3,Q9BW11,1,HGNC_symbol,False
MXD4,Q14582,1,HGNC_symbol,True
MXI1,P50539,1,HGNC_symbol,True
MXRA5,Q9NR99,1,HGNC_symbol,False
MXRA7,P84157,1,HGNC_symbol,False
MXRA8,Q9BRK3,1,HGNC_symbol,False
MYADM,Q96S97,1,HGNC_symbol,False
MYADML2,A6NDP7,1,HGNC_symbol,False
MYB,P10242,1,HGNC_symbol,False
MYBBP1A,Q9BQG0,1,HGNC_symbol,False
MYBL1,P10243,1,HGNC_symbol,False
MYBL2,P10244,1,HGNC_symbol,True
MYBPC1,Q00872,1,HGNC_symbol,False
MYBPC2,Q14324,1,HGNC_symbol,False
MYBPC3,Q14896,1,HGNC_symbol,False
MYBPH,Q13203,1,HGNC_symbol,True
MYBPHL,A2RUH7,1,HGNC_symbol,True
MYC,P01106,1,HGNC_symbol,True
MYCBP,Q99417,1,HGNC_symbol,False
MYCBP2,O75592,1,HGNC_symbol,False
MYCBP2-AS1,,0,unmapped,False
MYCBPAP,Q8TBZ2,1,HGNC_symbol,False
MYCL,P12524,1,HGNC_symbol,True
MYCN,P04198,1,HGNC_symbol,True
MYCNOS,P40205,1,HGNC_symbol,True
MYCT1,Q8N699,1,HGNC_symbol,True
MYD88,Q99836,1,HGNC_symbol,True
MYDGF,Q969H8,1,HGNC_symbol,False
MYEF2,Q9P2K5,1,HGNC_symbol,False
MYEOV,Q96EZ4,1,HGNC_symbol,True
MYEOV2,150678,5,STRING_alias,False
MYF5,P13349,1,HGNC_symbol,True
MYF6,P23409,1,HGNC_symbol,True
MYG1,Q9HB07,1,HGNC_symbol,False
MYH1,P12882,1,HGNC_symbol,False
MYH10,P35580,1,HGNC_symbol,False
MYH11,P35749,1,HGNC_symbol,False
MYH13,Q9UKX3,1,HGNC_symbol,False
MYH14,Q7Z406,1,HGNC_symbol,False
MYH15,Q9Y2K3,1,HGNC_symbol,False
MYH16,Q9H6N6,1,HGNC_symbol,False
MYH2,Q9UKX2,1,HGNC_symbol,False
MYH3,P11055,1,HGNC_symbol,False
MYH4,Q9Y623,1,HGNC_symbol,False
MYH6,P13533,1,HGNC_symbol,False
MYH7,P12883,1,HGNC_symbol,False
MYH7B,A7E2Y1,1,HGNC_symbol,False
MYH8,P13535,1,HGNC_symbol,False
MYH9,P35579,1,HGNC_symbol,False
MYL1,P05976,1,HGNC_symbol,True
MYL10,Q9BUA6,1,HGNC_symbol,True
MYL11,Q96A32,1,HGNC_symbol,False
MYL12A,P19105,1,HGNC_symbol,True
MYL12B,O14950,1,HGNC_symbol,False
MYL2,P10916,1,HGNC_symbol,False
MYL3,P08590,1,HGNC_symbol,False
MYL4,P12829,1,HGNC_symbol,False
MYL5,Q02045,1,HGNC_symbol,False
MYL6,P60660,1,HGNC_symbol,True
MYL6B,P14649,1,HGNC_symbol,False
MYL6P2,,0,unmapped,False
MYL6P3,,0,unmapped,False
MYL7,Q01449,1,HGNC_symbol,False
MYL9,P24844,1,HGNC_symbol,True
MYLIP,Q8WY64,1,HGNC_symbol,False
MYLK,Q15746,1,HGNC_symbol,False
MYLK-AS1,,0,unmapped,False
MYLK2,Q9H1R3,1,HGNC_symbol,False
MYLK3,Q32MK0,1,HGNC_symbol,False
MYLK4,Q86YV6,1,HGNC_symbol,False
MYLPF,29895,5,STRING_alias,False
MYMK,A6NI61,1,HGNC_symbol,True
MYMX,A0A1B0GTQ4,1,HGNC_symbol,True
MYNN,Q9NPC7,1,HGNC_symbol,False
MYO10,Q9HD67,1,HGNC_symbol,False
MYO15A,Q9UKN7,1,HGNC_symbol,False
MYO15B,Q96JP2,1,HGNC_symbol,False
MYO16,Q9Y6X6,1,HGNC_symbol,False
MYO18A,Q92614,1,HGNC_symbol,False
MYO18B,Q8IUG5,1,HGNC_symbol,False
MYO19,Q96H55,1,HGNC_symbol,False
MYO1A,Q9UBC5,1,HGNC_symbol,False
MYO1B,O43795,1,HGNC_symbol,False
MYO1C,O00159,1,HGNC_symbol,False
MYO1D,O94832,1,HGNC_symbol,True
MYO1E,Q12965,1,HGNC_symbol,False
MYO1F,O00160,1,HGNC_symbol,False
MYO1G,B0I1T2,1,HGNC_symbol,True
MYO1H,Q8N1T3,1,HGNC_symbol,False
MYO3A,Q8NEV4,1,HGNC_symbol,False
MYO3B,Q8WXR4,1,HGNC_symbol,False
MYO5A,Q9Y4I1,1,HGNC_symbol,False
MYO5B,Q9ULV0,1,HGNC_symbol,False
MYO5C,Q9NQX4,1,HGNC_symbol,False
MYO6,Q9UM54,1,HGNC_symbol,False
MYO7A,Q13402,1,HGNC_symbol,False
MYO7B,Q6PIF6,1,HGNC_symbol,False
MYO9A,B2RTY4,1,HGNC_symbol,False
MYO9B,Q13459,1,HGNC_symbol,False
MYOC,Q99972,1,HGNC_symbol,False
MYOCD,Q8IZQ8,1,HGNC_symbol,True
MYOCOS,A0A1B0GUC4,1,HGNC_symbol,False
MYOD1,P15172,1,HGNC_symbol,False
MYOF,Q9NZM1,1,HGNC_symbol,False
MYOG,P15173,1,HGNC_symbol,True
MYOM1,P52179,1,HGNC_symbol,False
MYOM2,P54296,1,HGNC_symbol,False
MYOM3,Q5VTT5,1,HGNC_symbol,False
MYORG,Q6NSJ0,1,HGNC_symbol,False
MYOT,Q9UBF9,1,HGNC_symbol,False
MYOZ1,Q9NP98,1,HGNC_symbol,False
MYOZ2,Q9NPC6,1,HGNC_symbol,False
MYOZ3,Q8TDC0,1,HGNC_symbol,False
MYPN,Q86TC9,1,HGNC_symbol,False
MYPOP,Q86VE0,1,HGNC_symbol,False
MYRF,Q9Y2G1,1,HGNC_symbol,False
MYRFL,Q96LU7,1,HGNC_symbol,False
MYRIP,Q8NFW9,1,HGNC_symbol,False
MYSM1,Q5VVJ2,1,HGNC_symbol,False
MYT1,Q01538,1,HGNC_symbol,False
MYT1L,Q9UL68,1,HGNC_symbol,False
MYZAP,P0CAP1,1,HGNC_symbol,False
MZB1,Q8WU39,1,HGNC_symbol,False
MZF1,P28698,1,HGNC_symbol,False
MZT1,Q08AG7,1,HGNC_symbol,True
MZT2A,Q6P582,1,HGNC_symbol,True
MZT2B,Q6NZ67,1,HGNC_symbol,True
N4BP1,O75113,1,HGNC_symbol,True
N4BP2,Q86UW6,1,HGNC_symbol,False
N4BP2L1,Q5TBK1,1,HGNC_symbol,False
N4BP2L2,Q92802,1,HGNC_symbol,True
N4BP3,O15049,1,HGNC_symbol,True
N6AMT1,2.1.1.-,5,STRING_alias,False
N6AMT2,2.1.1.-,5,STRING_alias,False
NAA10,P41227,1,HGNC_symbol,True
NAA11,Q9BSU3,1,HGNC_symbol,True
NAA15,Q9BXJ9,1,HGNC_symbol,False
NAA16,Q6N069,1,HGNC_symbol,False
NAA20,P61599,1,HGNC_symbol,False
NAA25,Q14CX7,1,HGNC_symbol,True
NAA30,Q147X3,1,HGNC_symbol,False
NAA35,Q5VZE5,1,HGNC_symbol,False
NAA38,Q9BRA0,1,HGNC_symbol,False
NAA40,Q86UY6,1,HGNC_symbol,False
NAA50,Q9GZZ1,1,HGNC_symbol,True
NAA60,Q9H7X0,1,HGNC_symbol,False
NAA80,Q93015,1,HGNC_symbol,True
NAAA,Q02083,1,HGNC_symbol,False
NAALAD2,Q9Y3Q0,1,HGNC_symbol,False
NAALADL1,Q9UQQ1,1,HGNC_symbol,False
NAALADL2,Q58DX5,1,HGNC_symbol,True
NAB1,Q13506,1,HGNC_symbol,False
NAB2,Q15742,1,HGNC_symbol,False
NABP1,Q96AH0,1,HGNC_symbol,False
NABP2,Q9BQ15,1,HGNC_symbol,True
NACA,E9PAV3,1,HGNC_symbol,False
NACA2,Q9H009,1,HGNC_symbol,False
NACA3P,,0,unmapped,False
NACAD,O15069,1,HGNC_symbol,False
NACAP1,,0,unmapped,False
NACAP3,,0,unmapped,False
NACC1,Q96RE7,1,HGNC_symbol,True
NACC2,Q96BF6,1,HGNC_symbol,True
NADK,O95544,1,HGNC_symbol,True
NADK2,Q4G0N4,1,HGNC_symbol,False
NADSYN1,Q6IA69,1,HGNC_symbol,False
NAE1,Q13564,1,HGNC_symbol,False
NAF1,Q96HR8,1,HGNC_symbol,True
NAGA,P17050,1,HGNC_symbol,False
NAGK,Q9UJ70,1,HGNC_symbol,False
NAGLU,P54802,1,HGNC_symbol,False
NAGPA,Q9UK23,1,HGNC_symbol,True
NAGS,Q8N159,1,HGNC_symbol,False
NAIF1,Q69YI7,1,HGNC_symbol,False
NAIP,Q13075,1,HGNC_symbol,False
NALCN,Q8IZF0,1,HGNC_symbol,False
NALF1,B1AL88,1,HGNC_symbol,False
NALF2,O75949,1,HGNC_symbol,False
NAMPT,P43490,1,HGNC_symbol,True
NAMPTL,,0,unmapped,False
NANOG,Q9H9S0,1,HGNC_symbol,True
NANOGNB,Q7Z5D8,1,HGNC_symbol,False
NANOGP4,,0,unmapped,False
NANOGP5,,0,unmapped,False
NANOGP8,Q6NSW7,1,HGNC_symbol,True
NANOS1,Q8WY41,1,HGNC_symbol,True
NANOS2,P60321,1,HGNC_symbol,False
NANOS3,P60323,1,HGNC_symbol,False
NANP,Q8TBE9,1,HGNC_symbol,True
NANS,Q9NR45,1,HGNC_symbol,False
NAP1L1,P55209,1,HGNC_symbol,False
NAP1L1P1,,0,unmapped,False
NAP1L1P3,,0,unmapped,False
NAP1L2,Q9ULW6,1,HGNC_symbol,True
NAP1L3,Q99457,1,HGNC_symbol,False
NAP1L4,Q99733,1,HGNC_symbol,False
NAP1L4P1,,0,unmapped,False
NAP1L4P3,,0,unmapped,False
NAP1L5,Q96NT1,1,HGNC_symbol,False
NAPA,P54920,1,HGNC_symbol,True
NAPA-AS1,,0,unmapped,False
NAPB,Q9H115,1,HGNC_symbol,True
NAPEPLD,Q6IQ20,1,HGNC_symbol,True
NAPG,Q99747,1,HGNC_symbol,True
NAPRT,Q6XQN6,1,HGNC_symbol,False
NAPRT1,4YUB,5,STRING_alias,False
NAPSA,O96009,1,HGNC_symbol,True
NAPSB,,0,unmapped,False
NARF,Q9UHQ1,1,HGNC_symbol,False
NARF-IT1,,0,unmapped,False
NARFL,64428,5,STRING_alias,False
NARG2,79664,5,STRING_alias,False
NARG2P2,,0,unmapped,False
NARS,4677,5,STRING_alias,False
NARS1,O43776,1,HGNC_symbol,False
NARS2,Q96I59,1,HGNC_symbol,True
NASP,P49321,1,HGNC_symbol,True
NAT1,P18440,1,HGNC_symbol,True
NAT10,Q9H0A0,1,HGNC_symbol,False
NAT14,Q8WUY8,1,HGNC_symbol,True
NAT16,Q8N8M0,1,HGNC_symbol,False
NAT2,P11245,1,HGNC_symbol,True
NAT6,2.3.1.-,5,STRING_alias,False
NAT8,Q9UHE5,1,HGNC_symbol,False
NAT8B,Q9UHF3,1,HGNC_symbol,False
NAT8L,Q8N9F0,1,HGNC_symbol,True
NAT9,Q9BTE0,1,HGNC_symbol,True
NATD1,Q8N6N6,1,HGNC_symbol,True
NAV1,Q8NEY1,1,HGNC_symbol,False
NAV2,Q8IVL1,1,HGNC_symbol,False
NAV2-AS2,,0,unmapped,False
NAV3,Q8IVL0,1,HGNC_symbol,False
NAXD,Q8IW45,1,HGNC_symbol,False
NAXE,Q8NCW5,1,HGNC_symbol,True
NBAS,A2RRP1,1,HGNC_symbol,False
NBDY,A0A0U1RRE5,1,HGNC_symbol,False
NBEA,Q8NFP9,1,HGNC_symbol,False
NBEAL1,Q6ZS30,1,HGNC_symbol,False
NBEAL2,Q6ZNJ1,1,HGNC_symbol,False
NBEAP1,P0C6P0,1,HGNC_symbol,True
