cell_idx,predicted_mechanism,confidence,prob_drug_efflux,prob_clonal_evolution,prob_immune_escape,prob_microenvironmental
367,immune_escape,0.2713806,0.2494864,0.23445354,0.2713806,0.2446794
368,immune_escape,0.27144724,0.24900915,0.23481764,0.27144724,0.2447259
369,immune_escape,0.27127826,0.2494368,0.23460147,0.27127826,0.24468349
370,immune_escape,0.27142394,0.24901488,0.23483035,0.27142394,0.24473089
371,immune_escape,0.27202258,0.24919055,0.23411529,0.27202258,0.24467166
372,immune_escape,0.27036384,0.25011742,0.23427577,0.27036384,0.24524294
373,immune_escape,0.27137,0.24949473,0.23445538,0.27137,0.24467982
374,immune_escape,0.27154598,0.2489856,0.23476355,0.27154598,0.2447049
375,immune_escape,0.27101576,0.24863459,0.23595005,0.27101576,0.24439967
376,immune_escape,0.2700023,0.2491292,0.2359745,0.2700023,0.24489392
377,immune_escape,0.2713246,0.24946064,0.23453325,0.2713246,0.2446815
378,immune_escape,0.27199042,0.24918944,0.23414679,0.27199042,0.24467334
379,immune_escape,0.27019396,0.24908957,0.23585737,0.27019396,0.24485916
380,immune_escape,0.2713939,0.24902232,0.23484656,0.2713939,0.24473727
381,immune_escape,0.2660199,0.25242916,0.23600739,0.2660199,0.24554354
382,immune_escape,0.27146372,0.24900517,0.23480868,0.27146372,0.24472241
383,immune_escape,0.2719933,0.24921876,0.23410961,0.2719933,0.2446783
384,immune_escape,0.2693297,0.24942671,0.2360902,0.2693297,0.24515343
385,immune_escape,0.27116486,0.24946596,0.23467864,0.27116486,0.2446906
386,immune_escape,0.27192372,0.24923587,0.23415491,0.27192372,0.24468555
387,immune_escape,0.27137128,0.24902797,0.23485865,0.27137128,0.24474208
388,immune_escape,0.27001584,0.2491268,0.23596692,0.27001584,0.2448904
389,immune_escape,0.27112937,0.24961266,0.23445937,0.27112937,0.24479862
390,immune_escape,0.2712247,0.24947634,0.23461351,0.2712247,0.24468543
391,immune_escape,0.270177,0.24909298,0.235868,0.270177,0.24486195
392,immune_escape,0.2702327,0.24907996,0.23583268,0.2702327,0.24485461
393,immune_escape,0.2701985,0.24908276,0.23585105,0.2701985,0.2448678
394,immune_escape,0.2713031,0.24939941,0.2346149,0.2713031,0.24468264
395,immune_escape,0.27137595,0.24940056,0.23454234,0.27137595,0.24468115
396,immune_escape,0.27204064,0.24916375,0.23412958,0.27204064,0.24466605
397,immune_escape,0.2718586,0.24925809,0.23418981,0.2718586,0.2446935
398,immune_escape,0.27018487,0.25027928,0.23423757,0.27018487,0.24529824
399,immune_escape,0.2713329,0.24903779,0.23487903,0.2713329,0.24475029
400,immune_escape,0.27049226,0.25026888,0.23407134,0.27049226,0.24516746
401,immune_escape,0.27149826,0.24899691,0.23478979,0.27149826,0.2447151
402,immune_escape,0.27147457,0.24822952,0.23610815,0.27147457,0.2441878
403,immune_escape,0.26723853,0.25098392,0.2362672,0.26723853,0.24551037
404,immune_escape,0.27261955,0.24968548,0.23306017,0.27261955,0.24463478
405,immune_escape,0.2719573,0.24950556,0.23391278,0.2719573,0.24462438
406,immune_escape,0.2713584,0.2493466,0.23461533,0.2713584,0.24467966
407,immune_escape,0.27207643,0.24923617,0.2340108,0.27207643,0.24467659
408,immune_escape,0.27132753,0.24903917,0.23488185,0.27132753,0.24475144
409,immune_escape,0.26855803,0.25034678,0.2357628,0.26855803,0.24533233
410,immune_escape,0.2713286,0.24936508,0.23462497,0.2713286,0.2446813
411,immune_escape,0.27139246,0.24902268,0.23484732,0.27139246,0.24473758
412,immune_escape,0.27146134,0.24948575,0.23437567,0.27146134,0.24467728
413,immune_escape,0.27028897,0.24907115,0.23579657,0.27028897,0.24484329
414,immune_escape,0.26858714,0.24932024,0.23684978,0.26858714,0.24524285
415,immune_escape,0.2713941,0.24902226,0.23484644,0.2713941,0.24473722
416,immune_escape,0.27195126,0.24921015,0.23415928,0.27195126,0.2446793
417,immune_escape,0.27147642,0.24939945,0.23444755,0.27147642,0.24467659
418,immune_escape,0.26875517,0.2501678,0.2361505,0.26875517,0.24492648
419,immune_escape,0.2713175,0.24904177,0.23488711,0.2713175,0.24475358
420,immune_escape,0.27188107,0.24948668,0.2339953,0.27188107,0.24463698
421,immune_escape,0.27149236,0.2489983,0.23479299,0.27149236,0.24471632
422,immune_escape,0.26999652,0.24913146,0.23597875,0.26999652,0.24489325
423,immune_escape,0.2720394,0.24915391,0.23414215,0.2720394,0.24466453
424,immune_escape,0.27202728,0.2492368,0.23405637,0.27202728,0.24467953
425,immune_escape,0.27134243,0.24903531,0.23487398,0.27134243,0.24474823
426,immune_escape,0.2720695,0.24926554,0.2339826,0.2720695,0.24468231
427,immune_escape,0.2701224,0.24910346,0.23590183,0.2701224,0.24487224
428,immune_escape,0.27048486,0.2532467,0.2314038,0.27048486,0.24486463
429,immune_escape,0.2713088,0.24950457,0.23450512,0.2713088,0.24468157
430,immune_escape,0.27063766,0.24909155,0.23541486,0.27063766,0.24485584
431,immune_escape,0.27189428,0.24922366,0.2341969,0.27189428,0.24468519
432,immune_escape,0.27171347,0.24908735,0.23452666,0.27171347,0.24467255
433,immune_escape,0.27148524,0.24928197,0.23456001,0.27148524,0.24467273
434,immune_escape,0.27139094,0.24954766,0.23438273,0.27139094,0.24467866
435,immune_escape,0.27024102,0.24907933,0.23582752,0.27024102,0.24485214
436,immune_escape,0.2718492,0.24954872,0.23397629,0.2718492,0.24462582
437,immune_escape,0.2713564,0.24903174,0.23486656,0.2713564,0.24474525
438,immune_escape,0.271342,0.24941482,0.2345617,0.271342,0.24468148
439,immune_escape,0.27137196,0.24954727,0.23440231,0.27137196,0.24467841
440,immune_escape,0.27024686,0.24907371,0.23582211,0.27024686,0.2448573
441,immune_escape,0.2713194,0.24935706,0.23464198,0.2713194,0.24468161
442,immune_escape,0.271231,0.249449,0.2346348,0.271231,0.24468529
443,immune_escape,0.27116844,0.24938087,0.23476194,0.27116844,0.24468875
444,immune_escape,0.27142695,0.24901415,0.23482873,0.27142695,0.24473025
445,immune_escape,0.2711424,0.24927521,0.23488519,0.2711424,0.24469726
446,immune_escape,0.27138132,0.24902545,0.23485328,0.27138132,0.24473993
447,immune_escape,0.27135396,0.24935907,0.23460619,0.27135396,0.24468073
448,immune_escape,0.27133915,0.24931265,0.23466854,0.27133915,0.24467975
449,immune_escape,0.27142486,0.24934106,0.23455693,0.27142486,0.24467713
450,immune_escape,0.26819533,0.24989165,0.23679908,0.26819533,0.24511398
451,immune_escape,0.27017263,0.25118518,0.2335152,0.27017263,0.24512699
452,immune_escape,0.27140462,0.24901964,0.23484077,0.27140462,0.24473497
453,immune_escape,0.27125794,0.24938037,0.23467685,0.27125794,0.2446848
454,immune_escape,0.2704477,0.25004283,0.2342896,0.2704477,0.24521989
455,immune_escape,0.270156,0.2503058,0.23423307,0.270156,0.24530512
456,immune_escape,0.27160174,0.24994205,0.23353262,0.27160174,0.2449236
457,immune_escape,0.2699218,0.2505618,0.23432952,0.2699218,0.24518695
458,immune_escape,0.2693463,0.2481793,0.23804545,0.2693463,0.24442896
459,immune_escape,0.26709774,0.24941388,0.23785038,0.26709774,0.24563798
460,immune_escape,0.27142477,0.24901468,0.2348299,0.27142477,0.2447307
461,immune_escape,0.27074492,0.248739,0.23582514,0.27074492,0.244691
462,immune_escape,0.27139318,0.24933422,0.23459424,0.27139318,0.24467832
463,immune_escape,0.27199593,0.24921538,0.23411113,0.27199593,0.24467756
464,immune_escape,0.2713785,0.24929285,0.2346513,0.2713785,0.24467736
465,immune_escape,0.27118343,0.24941894,0.23470971,0.27118343,0.24468793
466,immune_escape,0.27199933,0.24917543,0.23415476,0.27199933,0.24467044
467,immune_escape,0.2714225,0.24901521,0.2348311,0.2714225,0.24473116
468,immune_escape,0.271402,0.24936542,0.23455422,0.271402,0.24467844
469,immune_escape,0.2717874,0.2492737,0.23423819,0.2717874,0.24470077
470,immune_escape,0.27130106,0.24934156,0.23467512,0.27130106,0.24468216
471,immune_escape,0.27060977,0.24903855,0.23562436,0.27060977,0.2447274
472,immune_escape,0.26945105,0.25000763,0.23519178,0.26945105,0.24534956
473,immune_escape,0.27196276,0.2492047,0.23415488,0.27196276,0.24467765
474,immune_escape,0.27296358,0.24854885,0.23439328,0.27296358,0.24409436
475,immune_escape,0.27193737,0.24896096,0.23460796,0.27193737,0.24449362
476,immune_escape,0.27139246,0.24902263,0.23484728,0.27139246,0.24473755
477,immune_escape,0.2703084,0.24906413,0.23578438,0.2703084,0.24484311
478,immune_escape,0.27198744,0.24922389,0.23410912,0.27198744,0.24467959
479,immune_escape,0.2713992,0.24902098,0.23484369,0.2713992,0.24473614
480,immune_escape,0.2713768,0.24902661,0.23485573,0.2713768,0.2447409
481,immune_escape,0.27137727,0.24902649,0.23485549,0.27137727,0.24474083
482,immune_escape,0.27036494,0.24905723,0.23574682,0.27036494,0.244831
483,immune_escape,0.26904845,0.2504838,0.2352295,0.26904845,0.2452383
484,immune_escape,0.26911527,0.24980173,0.23600487,0.26911527,0.24507809
485,immune_escape,0.27192685,0.24920534,0.23418787,0.27192685,0.24467996
486,immune_escape,0.27194962,0.24920902,0.23416214,0.27194962,0.2446792
487,immune_escape,0.27144063,0.24932401,0.23455954,0.27144063,0.24467576
488,immune_escape,0.27045336,0.2502483,0.23411007,0.27045336,0.24518825
489,immune_escape,0.27190277,0.24922633,0.23418574,0.27190277,0.24468511
490,immune_escape,0.27118894,0.24946624,0.23465687,0.27118894,0.24468796
491,immune_escape,0.27033964,0.2490608,0.23576385,0.27033964,0.24483569
492,immune_escape,0.2699899,0.24913433,0.23598348,0.2699899,0.2448923
493,immune_escape,0.2721869,0.24896923,0.23428428,0.2721869,0.24455954
494,immune_escape,0.27178916,0.24942629,0.23412508,0.27178916,0.24465947
495,immune_escape,0.27122235,0.24935147,0.23474023,0.27122235,0.24468593
496,immune_escape,0.27144554,0.24900958,0.23481858,0.27144554,0.24472627
497,immune_escape,0.2719693,0.24918158,0.23417585,0.2719693,0.2446733
498,immune_escape,0.2727173,0.24979228,0.23283486,0.2727173,0.24465556
499,immune_escape,0.27130714,0.24934237,0.23466864,0.27130714,0.24468191
500,immune_escape,0.27193597,0.24920475,0.23418003,0.27193597,0.24467932
501,immune_escape,0.27064195,0.25021178,0.23400523,0.27064195,0.24514098
502,immune_escape,0.27199736,0.24921848,0.23410611,0.27199736,0.244678
503,immune_escape,0.27014798,0.24909717,0.23588564,0.27014798,0.24486923
504,immune_escape,0.26908514,0.25016493,0.23521568,0.26908514,0.2455342
505,immune_escape,0.27192962,0.2491913,0.23420174,0.27192962,0.24467738
506,immune_escape,0.27200443,0.24918346,0.2341406,0.27200443,0.24467148
507,immune_escape,0.27141288,0.24901758,0.23483631,0.27141288,0.24473321
508,immune_escape,0.27115887,0.24970432,0.2339293,0.27115887,0.24520747
509,immune_escape,0.26852056,0.2525183,0.2341603,0.26852056,0.24480079
510,immune_escape,0.27132383,0.24933171,0.23466355,0.27132383,0.2446809
511,immune_escape,0.27141023,0.24929203,0.23462175,0.27141023,0.24467598
512,immune_escape,0.2691439,0.25024,0.23512824,0.2691439,0.24548784
513,immune_escape,0.2708497,0.25020275,0.23385799,0.2708497,0.24508944
514,immune_escape,0.27046385,0.24903676,0.2356824,0.27046385,0.24481705
515,immune_escape,0.27139723,0.2490215,0.23484476,0.27139723,0.24473655
516,immune_escape,0.27196157,0.24920742,0.23415284,0.27196157,0.24467821
517,immune_escape,0.27197802,0.2491829,0.23416606,0.27197802,0.24467297
518,immune_escape,0.27198017,0.24917896,0.23416865,0.27198017,0.24467218
519,immune_escape,0.26777583,0.24940267,0.23761842,0.26777583,0.24520303
520,immune_escape,0.27194116,0.24922164,0.23415524,0.27194116,0.24468195
521,immune_escape,0.27140105,0.24902052,0.2348427,0.27140105,0.24473572
522,immune_escape,0.27142072,0.24901566,0.23483205,0.27142072,0.24473156
523,immune_escape,0.27138174,0.24902534,0.23485306,0.27138174,0.24473985
524,immune_escape,0.27196845,0.24917848,0.23418023,0.27196845,0.24467282
525,immune_escape,0.2719863,0.24920136,0.23413669,0.2719863,0.24467567
526,immune_escape,0.2667059,0.24953133,0.23807672,0.2667059,0.24568611
527,immune_escape,0.2699809,0.2478963,0.23813525,0.2699809,0.24398756
528,immune_escape,0.27081633,0.25011212,0.23396185,0.27081633,0.24510975
529,immune_escape,0.27142736,0.24901403,0.23482849,0.27142736,0.24473016
530,immune_escape,0.27140817,0.24901874,0.23483883,0.27140817,0.2447342
531,immune_escape,0.2720019,0.24917072,0.23415788,0.2720019,0.24466951
532,immune_escape,0.27209964,0.24919166,0.23404138,0.27209964,0.24466737
533,immune_escape,0.271509,0.24899435,0.23478386,0.271509,0.24471278
534,immune_escape,0.27063826,0.24901105,0.23556104,0.27063826,0.24478962
535,immune_escape,0.27149323,0.24935792,0.23447388,0.27149323,0.24467497
536,immune_escape,0.27132806,0.24903905,0.2348816,0.27132806,0.24475132
537,immune_escape,0.27217585,0.24898398,0.23427217,0.27217585,0.24456793
538,immune_escape,0.27118948,0.24911976,0.23498437,0.27118948,0.24470636
539,immune_escape,0.2713574,0.24903151,0.23486607,0.2713574,0.24474506
540,immune_escape,0.27138656,0.24902414,0.23485048,0.27138656,0.24473883
541,immune_escape,0.26910502,0.24981658,0.23588872,0.26910502,0.24518962
542,immune_escape,0.2696229,0.24817535,0.23798096,0.2696229,0.24422084
543,immune_escape,0.26958755,0.24976566,0.23540196,0.26958755,0.24524483
544,immune_escape,0.26943415,0.24940798,0.23602328,0.26943415,0.24513458
545,immune_escape,0.27039844,0.24886782,0.23591867,0.27039844,0.24481507
546,immune_escape,0.27125704,0.249554,0.23430689,0.27125704,0.24488212
547,immune_escape,0.27197865,0.24925607,0.23407938,0.27197865,0.24468586
548,immune_escape,0.26770118,0.2502244,0.23661968,0.26770118,0.2454547
549,immune_escape,0.2714819,0.24900082,0.23479874,0.2714819,0.24471854
550,immune_escape,0.27024162,0.2490794,0.23582716,0.27024162,0.24485187
551,immune_escape,0.2719781,0.24923475,0.23410513,0.2719781,0.24468209
552,immune_escape,0.27023944,0.24964786,0.23507053,0.27023944,0.2450422
553,immune_escape,0.27089113,0.2490142,0.2353918,0.27089113,0.24470285
554,immune_escape,0.26924875,0.25046062,0.23532537,0.26924875,0.2449653
555,immune_escape,0.2714367,0.24901174,0.23482338,0.2714367,0.24472815
556,immune_escape,0.27179345,0.24949859,0.2340567,0.27179345,0.24465123
557,immune_escape,0.2718831,0.24932767,0.23407547,0.2718831,0.24471372
558,immune_escape,0.27201703,0.24924013,0.2340621,0.27201703,0.24468073
559,immune_escape,0.2701383,0.24910004,0.23589195,0.2701383,0.2448696
560,immune_escape,0.27134377,0.24903497,0.23487327,0.27134377,0.24474794
561,immune_escape,0.26852265,0.25051373,0.23545098,0.26852265,0.24551266
562,immune_escape,0.27077857,0.24902233,0.23549116,0.27077857,0.2447079
563,immune_escape,0.26979995,0.24934058,0.23579234,0.26979995,0.24506713
564,immune_escape,0.26869363,0.24952435,0.23647551,0.26869363,0.24530648
565,immune_escape,0.27184278,0.2493242,0.2341192,0.27184278,0.2447138
566,immune_escape,0.2693114,0.2503596,0.23491994,0.2693114,0.24540906
567,immune_escape,0.2717972,0.25109333,0.23167762,0.2717972,0.2454318
568,immune_escape,0.27142686,0.24901417,0.23482876,0.27142686,0.24473026
569,immune_escape,0.2686179,0.2520075,0.23446734,0.2686179,0.24490723
570,immune_escape,0.271485,0.24930859,0.23453173,0.271485,0.24467467
571,immune_escape,0.269068,0.24957395,0.23625968,0.269068,0.24509834
572,immune_escape,0.2712447,0.24946128,0.23460947,0.2712447,0.2446845
573,immune_escape,0.2718744,0.24937436,0.23402058,0.2718744,0.24473071
574,immune_escape,0.2714018,0.24902032,0.23484227,0.2714018,0.24473555
575,immune_escape,0.27136552,0.24902944,0.23486173,0.27136552,0.24474332
576,immune_escape,0.27166018,0.24909626,0.23456866,0.27166018,0.24467495
577,immune_escape,0.27148074,0.24870114,0.2351028,0.27148074,0.24471532
578,immune_escape,0.265946,0.24999101,0.23833165,0.265946,0.24573134
579,immune_escape,0.26871088,0.24999619,0.23597898,0.26871088,0.24531399
580,immune_escape,0.27031437,0.2501619,0.23426507,0.27031437,0.24525866
581,immune_escape,0.27217278,0.24898666,0.2342715,0.27217278,0.24456903
582,immune_escape,0.2714441,0.24931873,0.23456167,0.2714441,0.24467549
583,immune_escape,0.26910147,0.25010175,0.23551029,0.26910147,0.24528648
584,immune_escape,0.2721328,0.24901628,0.23427086,0.2721328,0.24458002
585,immune_escape,0.26859564,0.25073272,0.23532054,0.26859564,0.24535114
586,immune_escape,0.2676928,0.25035238,0.23646694,0.2676928,0.24548794
587,immune_escape,0.2721626,0.24953152,0.23354448,0.2721626,0.24476145
588,immune_escape,0.27177313,0.24985391,0.23350495,0.27177313,0.24486801
589,immune_escape,0.27133474,0.24945235,0.23453158,0.27133474,0.24468137
590,immune_escape,0.2720549,0.24920554,0.23406719,0.2720549,0.24467237
591,immune_escape,0.27013463,0.24798134,0.23772408,0.27013463,0.24415998
592,immune_escape,0.26601386,0.24998316,0.2382794,0.26601386,0.2457236
593,immune_escape,0.27034095,0.24905092,0.23576026,0.27034095,0.24484788
594,immune_escape,0.2716412,0.24911712,0.23456363,0.2716412,0.24467799
595,immune_escape,0.2720503,0.24919666,0.23408192,0.2720503,0.24467105
596,immune_escape,0.26831242,0.25029957,0.23598282,0.26831242,0.24540523
597,immune_escape,0.27125645,0.24866465,0.23548158,0.27125645,0.24459729
598,immune_escape,0.27140313,0.24931069,0.23460864,0.27140313,0.24467754
599,immune_escape,0.2710045,0.25083178,0.23346917,0.2710045,0.24469449
600,immune_escape,0.27217764,0.24897766,0.23428172,0.27217764,0.24456306
601,immune_escape,0.27153492,0.24898821,0.23476963,0.27153492,0.24470727
602,immune_escape,0.26827675,0.25015444,0.23617229,0.26827675,0.24539663
603,immune_escape,0.26836306,0.24849479,0.23859106,0.26836306,0.24455109
604,immune_escape,0.27234346,0.24846163,0.2350585,0.27234346,0.24413641
605,immune_escape,0.2696458,0.24974269,0.23563752,0.2696458,0.24497396
606,immune_escape,0.27181545,0.24936868,0.23403972,0.27181545,0.24477619
607,immune_escape,0.27132446,0.24903998,0.23488349,0.27132446,0.2447521
608,immune_escape,0.2674064,0.25043985,0.23674785,0.2674064,0.24540591
609,immune_escape,0.2720845,0.24858369,0.23504362,0.2720845,0.24428815
610,immune_escape,0.2701223,0.24995455,0.23486407,0.2701223,0.24505901
611,immune_escape,0.26846078,0.2508218,0.23535633,0.26846078,0.24536107
612,immune_escape,0.2716633,0.25019124,0.23304729,0.2716633,0.24509807
613,immune_escape,0.27003735,0.24912143,0.2359535,0.27003735,0.2448878
614,immune_escape,0.27216804,0.24897785,0.23429336,0.27216804,0.24456073
615,immune_escape,0.2709371,0.24901,0.23534565,0.2709371,0.24470729
616,immune_escape,0.27048907,0.24902967,0.2356665,0.27048907,0.24481477
617,immune_escape,0.2713304,0.24903841,0.23488033,0.2713304,0.24475081
618,immune_escape,0.26609215,0.25090504,0.23718289,0.26609215,0.24582002
619,immune_escape,0.26733074,0.24972302,0.23767251,0.26733074,0.24527371
620,immune_escape,0.26695544,0.25061634,0.23666233,0.26695544,0.24576592
621,immune_escape,0.27216104,0.24898696,0.23428671,0.27216104,0.24456532
622,immune_escape,0.2721242,0.24926148,0.2339359,0.2721242,0.24467851
623,immune_escape,0.2679775,0.2508766,0.2356288,0.2679775,0.24551708
624,immune_escape,0.26709586,0.24928074,0.23864791,0.26709586,0.24497545
625,immune_escape,0.27146524,0.24900481,0.23480785,0.27146524,0.2447221
626,immune_escape,0.27138326,0.24902497,0.23485225,0.27138326,0.24473953
